companyName,companyAddress,companyIndustry,companyCountry,companyContacts,companyTel,companyPhone,companyFax,companyMail,userName
renecom,"str ion ionescu de la brad bl. ag2 ap. 15",办公文教,罗马尼亚,"Ciprian Gherghisan",,40723377117,,renecom@lycos.com,renecom
"S.C. BARACUDA S.R.L.","STR. MIHAI VITEAZUL,NR.19,SUCEAVA",办公文教,罗马尼亚,"BOCA CRISTIAN",,"0040 722375917","0040 230 511295",BARACUDASV@HOTMAIL.COM,BARACUDASV
"COCKTAIL PLASTIQUE","LOT IG 165 AMBALVAO ISOTRY ANTANANARIVO",办公文教,马达加斯加岛,"FAROUK HOUSSAN",,"00261 20 2234413","00261 20 2235985",COCKTAIL@BLUELINE.MG,COCKTAIL
ARC-EN-CIEL,"72,AV.DU 26 JUIN 1960 ANALAKELY,ANTANANARIVO 101",办公文教,马达加斯加岛,"MR.AMINE GOULAMALY",,"00261 20 2253564/20320724670","00261 20 2264167",PANDJOU@MALAGASY.COM,PANDJOU
"EUSTON CO.,LTD.","31,RAILWAY AVENUE,HAMRUN",办公文教,马耳他,"DAVID GRECH",,"00356 21 240147/9451941","00356 21 240147",RICORDI@NEXTGEN.NET.MT,RICORDI
"WATERPROOFING LTD","‘MARCELLE‘,TRIQ IX-XITWA,QORMI QRM 04",办公文教,马耳他,"WILLIAM MINTOFF",,"00356 21 488972/438326","00356 21 442411",WILLIAM@HERIMUNET.NET.MT,WILLIAM
"J.M. TRADING AGENCY LTD.","HRIEREB STREET,MSIDA MSD 04(P.O.BOX: 468,VALLETTA VLT 01)",办公文教,马耳他,"JOSEPH MICALLEF",,"00356 21 343738","00356 21 343527",JMICALLEF@JMTA.COM.MT,JMICALLEF
"V-CHOR TRADING SDN. BHD.","NO.3,JALAN MASYHUR 6,TAMAN PERINDUSTRIAN CEMERLANG,81800 ULU TIRAM,JOHOR BAHRU,JOHOR",办公文教,马来西亚,"S. S. THUM",,"0060 7 8616668/19 7770712","0060 7 8616575",UMAG@PO.JARING.MY,UMAG
"SMART STAMP SDN.BHD.","15 A,JALAN PERAI JAYA 3,BANDAR PERAI JAYA,PERAI,PULAU PINANG",办公文教,马来西亚,"LAHIR HUSSEIN",,"0060 4 3971492/194202225","0060 4 3971485",LAHIRHUSSEIN@HOTMAIL.COM,LAHIRHUSSEIN
"LYN HO ENTERPRISE SDN. BHD.","22,PERSIARAN PERINDUSTRIAN PENGKALAN 9,KAWASAN PERINDUSTRIAN PENGKALAN,31500 PENGKALAN,LAHAT,PERAK DR",办公文教,马来西亚,"LEE SWE LEONG",,"0060 5 3234928/3234929/12 2215525","0060 5 3234927",LYNHO_ENT@HOTMAIL.COM,LYNHO_ENT
"SULIEK ENTERPRISE","NO.55, JALAN MOLEK 1/8, TAMAN MOLEK, 81100 JOHOR BAHRU, JOHOR",办公文教,马来西亚,"MR.CHE BEE SUI",,"0060 7 3520080/3520060","0060 7 3520040",suliek@tm.net.my,suliek
"THE ORIGINAL FACTORY (ASIA) SHOP SDN. BHD.","LOT 7970,KG BARU BALAKONG,JALAN BALAKONG,SERI KEMBANGAN,SELANGOR",办公文教,马来西亚,"BOON K.NG",,"0060 3 9615368/9615197/12 3732822","0060 3 9617368",valiant@po.jaring.my,valiant
"SIN THYE LOKE SDN.BHD.","42,JALAN AH CHEONG,TELUK INTAN,PERAK",办公文教,马来西亚,"LEE YEW HOONG",,"0060 5 6226933/6226962/6216942","0060 5 6215085",STL42@TM.NET.MY,STL42
"HOCK CHUAH CHAN SDN.BHD.","3870,JALAN PERMATANG PAUH,13400 B‘WORTH,PENANG",办公文教,马来西亚,"BEH KHOON CHUAH",,"0060 4 3232111/3323241","0060 4 3232999",HCCGROUP@SILICON.NET.MY,HCCGROUP
"KHONG FAH TRADING CO.","NO.1 JLN.SG.MAONG BAHARU,93150 KUCHING,SARAWAK (PO BOX 2731,93754 KUCHING,SARAWAK)",办公文教,马来西亚,"VOON KIM CHAN",,"0060 82 427328/424527/198863256","0060 82 427067",KHONGFAH@TM.NET.MY,KHONGFAH
"SKC WAWASAN SDN.BHD.","101-8-4,JALAN GURDWARA,MENARA PERDANA,10300 PENANG",办公文教,马来西亚,CHUAH,,"0060 4 2273060/2283060/124898866","0060 4 2263060",CC_CHUAH@HOTMAIL.COM,CC_CHUAH
"SOUTHTERN RUBBER WORKS SDN BHD","178-A BEACH STREET,PENANG",办公文教,马来西亚,"CHANG WEI HUEI",,"0060 4 2629421/2629426/164882720","0060 4 2627534",CHANGWH@SRW.COM.MY,CHANGWH
"SERIDYLAN INTERNATIONAL","2833 PUJUT 7C MIRI,98000 SARAWAK",办公文教,马来西亚,"MR. RUSLAN",,"0060 13 830 3000",,ruslanag@tm.net.my,ruslanag
"MGM STATIONERY PRODUCTS SDN. BHD.","NO.43-1 &amp; 43-2,JALAN SP2/I,TAMAN SERDANG PERDANA,SEKSYEN 2,43300 SERI KEMBANGAN,SELANGOR DARUL EHSAN",办公文教,马来西亚,"WILLIAM SONG",,"0060 3 89414687/89433314/89433312","0060 3 89414694",MGM@INFOTECH.COM.MY,MGM
"SOCIETE YATTASSAYE FILS","B.P.2535,BAMAKO",办公文教,马里,"YATTASSAYE.ABDOUL AZIZ",,"00223 2214266","00223 2211900",YATTASSAYEF@AHITONE.NET.ML,YATTASSAYEF
"C & S WONG INTERNATIONAL LTD.","100 AVE. MGR LEEN,PORT LOUIS,P.O.BOX 712 BELL VILLAGE",办公文教,毛里求斯,"CHARLES WONG YUEN",,"00230 2087314","00230 3951498",CSW@INTNET.MU,CSW
"CONSUMER CONCEPTS","5458 HIGHWAY 70 W, MOREHEAD CITY, NC 28557",办公文教,美国,"PHILLIP MARTIN",,"001 252 247 7000","001 252 247 7110",sales@consumerconcepts.com,sales
"PFS SALES CO","4701 BERYL RD, RALEIGH, NC 27606 (1 Beryl Road ,P.O. Box 33255,Raleigh,NC 27636)",办公文教,美国,"THAD ELLINGTON",,"001 919 829 1116","001 919 829 9635",pfssales@pfssales.com,pfssales
"JG TRADING, INC.","7762 NW 46TH ST, MIAMI, FL 33166",办公文教,美国,"JOSE GUERRERO",,"001 305 884 7344","001 305 884 7345",jg@jgtrading.com,jg
"DISPLAY ADVERTISING","2211 N. RAMPART BLVD, SUITE 164 LAS VEGAS, NV 89128-7640",办公文教,美国,"RICHARD FRANKEL",,"001 702 233 9555","001 702 233 4646",poorinvegas@aol.com,poorinvegas
"GRANSE TRIO & ASSOC INC","21670 HAMBURG AVE, LAKEVILLE, MN 55044",办公文教,美国,"WAYNE NELSON",,"001 952 469 2191","001 952 469 2196",customerservice@granse.com,customerservice
"LandMark Screen Printing & Custom Signs, Inc.","326 Quaker Road, Queensbury, NY 12804",办公文教,美国,"ANTHONY MISHOE",,"001 518 761 0569","001 518 7452461",info@landmarkshirtsandsigns.com,info
"International Book Import Service, Inc.","161 Main Street,P.O. Box 8188,Lynchburg, TN 37352-8188",办公文教,美国,"BARBARA KERCE",,"001 931 759 7400","001 931 759 7555",ibis@IBIService.com,ibis
"INSYTE Information Corporation","9601 JONES RD #238, HOUSTON, TX 77065",办公文教,美国,"JERRY EASTERLY",,"001 281 894 1100","001 281 8940005",info@nsyt.com,info
"A CENTURY ADVERTISING INC","704 W LAKE ST, ELMHURST, IL 60126",办公文教,美国,"JOAN ENYART",,"001 630 530 7090","001 630 530 0551",acentury@attbi.com,acentury
"PRIORITY ENVELOPE INC","2920 NORTHWEST BLVD #160, PLYMOUTH, MN 55441",办公文教,美国,"RYAN WENNING",,"001 763 519 9190","001 763 519 9199",priority@priorityenv.com,priority
"MONTOUR INDUSTRIAL SUPPLY","1400 2ND AVE, CORAOPOLIS, PA 15108",办公文教,美国,"GLENN ONDRASIK",,"001 412 262 7460","001 412 262 7405",glenn@montour.com/Info@montour.com,glenn
"EARTHLOGO INC","2334 S 133RD ST, NEW BERLIN, WI 53151",办公文教,美国,"DOUG UPSTONE",,"001 262 860 0874","001 262 782 4874",info@earthlogo.com,info
"SHAHABUDDIN AHMED & COMPANY","38, SHAHID NAZRUL ISLAM ROAD,(HATKHOLA), DHAKA-1203",办公文教,孟加拉,,,"00880 2 7121412","00880 2 9553058",SAHMED1@BANGLA.NET,SAHMED1
M.M.CORPORATION,"31/2,S.AULAD HOSSAIN LANE,NAYABAZAR DHAKA",办公文教,孟加拉,"MOHAMMAD MAHIDUL HAQUE",,"00880 2 7101046/7390117/17561673","00880 2 7315691",HOSCOR@ACCESSTEL.NET,HOSCOR
"NOORANI HAJJ KAFELA","46/1, PURANA PALTAN SOBHAN MANSION(GR.FLR.) DHAKA",办公文教,孟加拉,"NUR HOSSEN",,"00880 2 9566210/9570302/17350701","00880 2 8116276",NOORANIHK@GLOBAL-BD.NET/HOLYCORN@AITLBD.NET,NOORANIHK
"BANGLADESH SULPHUR LTD.","CHARMVILL B-2,F-903,169-GREEN ROAD,DHANMONDI,DHAKA",办公文教,孟加拉,"KHAN ABDUR RAHMAN",,"00880 2 9661466/8110726","00880 2 8621947",DACSTAMP@AITLBD.NET,DACSTAMP
"TECHNO FORTE SYSTEMS LTD","ROAD #12,HOUSE #42,BLOCK-E,BANANI C/A,DHAKA",办公文教,孟加拉,"TULU KALIMULLAH",,"00880 9882202/8815280",880,TK@PRADESHTA.NET,TK
RUPAMOY,"87/1,NAYA PALTAN,MOTIJHEEL C/A DHAKA",办公文教,孟加拉,"A.H.M AMINUL ISLAM BHUYAN",,"00880 2 9352337/17527290","00880 2 9344382",RUPAMOY@BDONLINE.COM,RUPAMOY
"ALAM STATIONERY","19,BANGABANDHU AVENUE,DHAKA",办公文教,孟加拉,"MANZOOR ALAM",,"00880 2 9555713/7110674/17118722","00880 2 9667050",ALAMGREAT24@HOTMAIL.COM,ALAMGREAT24
"GIFTS & HOME (BD.)PRODUCTS","46,AHMED NAGAR(PICK PARA)MIRPUR-1,DHAKA",办公文教,孟加拉,A.A.QUASHEM,,"00880 2 9000638/17544410","00880 2 8015283/8013980/9006286",MOONA@BTTB.NET.BD,MOONA
TRADECO,"EASTERN PAIR FLAT NO-2/1501 88,SHANTINAGAR DHAKA",办公文教,孟加拉,"KAZI ANWAR SARDAT QUADERY",,"00880 2 9565081","00880 2 9557311",@BDONLINE.COM&amp;gt;TRADECO@BDONLINE.COM,
"HUA HSIA TEXTILES TRADING CO.SAR INTERNATIONAL","159/1 KATHAL BAGAN ROAD DHANMONDI DHAKA",办公文教,孟加拉,"MD.SHARIFUL ISLAM",,"00880 2 9665838","00880 2 9885776",SAIF612@AITLBD.NET,SAIF612
"A-M EAZLUL HAQUL","37/38 CHAWK BAZAZ",办公文教,孟加拉,"MD.EKRAMUL HAQUE",,"00880 2 7312814","00880 2 9123513",EKRAMUL_H@HOTMAIL.COM,EKRAMUL_H
SHAMIM&BROTHER'S,,办公文教,孟加拉,"Md. Anisur Rahman",,8801710000000,,shamimandbrother@yahoo.com,shamimandbrother
"ISORVAL E.I.R.L.","JR.PUNO 618 OFIC.123 LIMA 1",办公文教,秘鲁,"CESAR ROJAS HUACCHO",,"0051 1 4280871","0051 1 4280871",ISORVAL@VIABCP.COM,ISORVAL
"CONEX JONYANG PERU S.A.","LOS ZAFIROS N 260,URB.BALCONCILLO LA VICTORIA",办公文教,秘鲁,"CAI LING YOU",,"0051 1 2651059/2650980/9332898","0051 1 2651059/2650980",CONEX@AMAUTA.RCP.NET.PE,CONEX
"FORSAC PERU S.A.",LIMA,办公文教,秘鲁,,,"0051 1 4850510","0051 1 4850520",forsac@forsac.com.pe,forsac
"CORPORATION AXA E.I.R.L.","JR. PUNO 631 OF. 9 GALERIA CENTRAL LIMA(P.O.BOX 65 LIMA 100)",办公文教,秘鲁,"HAYDEE VIVANCO RENAGA",,"0051 1 4263082/4252355","0051 1 4263082/4252355",CORPORACIONAXA@HOTMAIL.COM,CORPORACIONAXA
"Papelera Latina S.R.L",LIMA,办公文教,秘鲁,,,"0051 1 8780447","0051 1 4213029",JOJGF/14@HOTMAIL.COM,JOJGF/14
"CORPORACION DE INDUSTRIAS PLASTICAS S.A.","AV.LOS FRUTALES 419-ATE LIMA 03",办公文教,秘鲁,"MR JOSE ANDRES CHACON NAVEDA",,"0051 1 4373636","0051 1 4370910/4363838",JCHACON@CIPSA.COM.PE,JCHACON
"IMPORT TRADING J & A EIRL.","JR.LETICIA #663-INT.N 111 JR.MONTEVIDEO # 730 LIMA 1",办公文教,秘鲁,"JESUS L. JALIRE AQUINO",,"0051 1 4287050","0051 1 4287050",IMPORTTRADING@HOTMAIL.COM,IMPORTTRADING
"M&M IMPORTACIONES S.R.LTDA","123 JORGE CHAVEZ AVE.MIRAFLORES-LIMA",办公文教,秘鲁,"RENZO MUNOZ MUNOZ",,"0051 1 4444586","0051 1 4444586",MMIMPORT@FERRA.COM.PE,MMIMPORT
"INTERAMERICANA SPORT SAC.","AV. PRIMAVERA 251,CHACARILLA DEL ESTANQUE,LIMA 41",办公文教,秘鲁,"JOHN HARTLEY G.",,"0051 1 3721479","0051 1 3725953",INTERAMERICANA.JOHN@TERRA.COM.PE,INTERAMERICANA.JOHN
"BANCHI IMPORT SAC","JR.A.MIROGUESADA 870-LIMA",办公文教,秘鲁,"GLADYS VIVANCO DE ENRIQUEZ",,"0051 1 4282576/4289872",51,BANCHIIMPORT@TERRA.COM.PE,BANCHIIMPORT
"Lotus Intl' trading Co., Ltd.","50B, 26th St. Btw 80th &amp;amp; 81th St.",办公文教,缅甸,"Aung Kyaw Tun",,0095-9-2003881,,koking.echina@gmail.com,koking.echina
"GOLDEN BELL INT‘L TRADING CO.,LTD.","NO.006,YUZANA TOWER,SHWEGONEDINE,BAHAN TSP,YANGON",办公文教,缅甸,"DR.MYINT MYAT TUN",,"0095 1 701883",95,GOLDENBELL@MPTMAIL.NET.MM,GOLDENBELL
"DECO-LAND COMPANY LIMITED","NO.(144),U TA-YUOAT GYI STREET,HLAING-THAR-YAR INDUSTRIAL ZONE(4),HLAING-THAR-YAR T/S,YANGON",办公文教,缅甸,"U KYAW KHIN",,"0095 1 685064/685319/95015307","0095 1 685235",DECOLAND@MPTMAIL.NET.MM,DECOLAND
"MACCOMM MARKETING(S)PTE LTD.","MACCOMM HOUSE,36 KOKKINE SWIMMING POOL STREET,BAHAN TOWNSHIP,YANGON",办公文教,缅甸,"Mr. WILSON K.Y.HOW",,"0095 1 707353/705311","0095 1 661120",MACCOMM@MPTMAIL.NET.MM,MACCOMM
"Thein Group Construction and Export,Import Co.,Ltd.","No.147/149,Konzaydan Street,Pabedan,Yangon,Myanmar.",办公文教,缅甸,"Mr.kyaw win",,951246217,,shoaibmehta@albawaba.com,shoaibmehta
"IMPACT KISHINEV","UL. KUZA-VODA 5/1,KISHINEV",办公文教,摩尔达维亚,"ALEKSANDR LOSYATINSKIY",,"00373 2 55 52 22","00373 2 55 52 55",impact@mdl.net,impact
PROMOGRAPH,"NO.288,LOT:MANDARONA CASABLANCA",办公文教,摩洛哥,"OULAHIANE LAHCEN",,"00212 22 403608/09","00212 22 445487",PROGRAPH@TECHNO.NET.MA,PROGRAPH
"GOYI SCORE SARL","463-465,IBN TACHAFINE CASABLANCA",办公文教,摩洛哥,"MOHAMED SEFFAR",,"00212 22 618126/61151248","00212 22 618141",GOYISCRE@ALPHA.NET.MA,GOYISCRE
"GREN GROUP","ESPACE PORTE D‘ANFA, PORTE 29,CASABLANCA",办公文教,摩洛哥,"ALEXANDRE DE BRETAGNE",,"00212 22 94 89 88","00212 22 94 89 99",gren@gren.org,gren
"MAROC BALLON","RUE TAYEB IBN KOTIA RUE (O) OUKACHA CASABLANCA (05)",办公文教,摩洛哥,"ELALJ NOURREDDINE",,"00212 2 354047/344329","00212 2 354036",MAROC-BALLON@CASANET.NET.MA,MAROC-BALLON
"AMERICAN BOOKSTORE","4, ZANKAT TANJA,RABAT",办公文教,摩洛哥,"WILLIAM MILLS",,"00212 377 687 17","00212 377 66255",alcrapat@mtds.com,alcrapat
"BENASSOU MOHAMED","HAY.ML.ABDALLAH,RUE 70 NO.51,AINCHOCK,CASABLANCA",办公文教,摩洛哥,,,"00212 61566009",212,BENASSOU1@CARAMAIL.COM,BENASSOU1
MASMER,"56,RUE LOUIS FERRE HAY SOUARET AIN BORJA CASABLANCA",办公文教,摩洛哥,"SBAI ADIL",,"00212 22 613018/636475/76","00212 22 613033",MASMER@IAM.NET.MA,MASMER
"NEW-PLAST S.A.","KM 10 ROUTE MEDIOUNA NO.6-DOUAR LAHFAYA-CASABLANCA",办公文教,摩洛哥,"JAGHAR MOHOWED",,"00212 22 970040/970041","00212 22 970042/970043",NEWPLAST@ELAN.NET.MA,NEWPLAST
"BAHIA PLASTIC","21,RUE TERMIDI MAARIF CASABLANCA",办公文教,摩洛哥,"FOUAD CHRAIBI",,"00212 22 253313","00212 22 250138",BAHIAPLASTIC@IAM.NET.MA/CONTACT@BAHIA-PLASTIC.COM,BAHIAPLASTIC
"STE. LONGOMETAL","1, RUE JILALI EL GHAFIRI,AIN SEBAA, CASABLANCA",办公文教,摩洛哥,"MOHAMED ZAAM",,"00212 2 24 19 14","00212 22 248779",longometal1@iam.net.ma,longometal1
"SIMAFOC SARL","6,RUE ABDESSELEM KHATTABI,MERS SULTAN,CASABLANCA",办公文教,摩洛哥,MR.A.KARAM,,"00212 22 283623/286342/61163945","00212 22 281317",SIMAFOC@IAM.NET.MA,SIMAFOC
"U.P. MG CARD","RABAT AGDAL 22 RUE OUED MELAUIYA",办公文教,摩洛哥,"OSAMA AL-HASSAN",,"00212 37 7715511","00212 37 777461",OSAMA_HS@YAHOO.COM,OSAMA_HS
"TEN YI S.A. DE C.V.","APARTADO NO. 12 LOCAL M6, COL. CENTRO,SUCURSAL MEXICO,D.F.",办公文教,墨西哥,"LIC. TIMOTEO CHANG",,"0052 55 55266631",,TENYI@PRODIGY.NET.MX,TENYI
"SISTEMAS Y EQUIPOS PROECESADORES DE EFECRTIVO S.A. DE C.V.","PROL. UXMAL 1030 ,COL. GENERAL ANAYA ,C.P. 03340 MEXICO ,MEXICO",办公文教,墨西哥,,,525556051403,525556048593,mpenning.seprodf@webtelmex.net.mx,mpenning.seprodf
"GOBA INTERNACIONAL S.A. DE C.V.","AV.ANO DE JUAREZ 177 COL.GRANJAS SAN ANTONIO,IZTAPAIAPA 09070 MEXICO,D.F.",办公文教,墨西哥,"RAMIRO GOMEZ B.",,"0052 55 56854979/58040470","0052 55 56861409",RGOMEZ@RG.COM.MX,RGOMEZ
"GRUPO DRACO INTERNACIONAL S.A. DE C.V.","AV.PASEO DE LOS LEONES NO.1906 PTE.DEPTO.5 Y 6 CUMBRES 20.SEC.,MONTERREY,N.L.",办公文教,墨西哥,"ING.HUGO GUTIERREZ CABRERA",,"0052 81 83738672/83732428","0052 81 83738672/83732428",HUGOG@GRUPODRACO.COM,HUGOG
"DISTRIBUIDORA DEL CARMEN IMPRORT EXPORT S.A. DE C.V.","CARMEN NO.55 1ER. PISO COL. CENTRO DELEG. CUAUHTEMOC,MEXICO,D.F.",办公文教,墨西哥,"MARCOS NANUS",,"0052 55 57021438/57020475","0052 52 57021438/57020475",MARCOSN@INTERNET.COM.MX,MARCOSN
"GENERATION INTERNATIONAL MARKETING S.A. DE C.V.","AV. SAN FRANCISCO CUAUTLALPAN NO 13 NAUCALPAN MEXICO",办公文教,墨西哥,"JUAN CARLOS MICHEL",,52559114350407,018008311525,jcmichel@gpodad.com,jcmichel
"ICHIBAN CENTRO DE ASESORES S.A. DE C.V.",,办公文教,墨西哥,"RA&#250;L CASTILLO FLORES",,52-55-55504272,52-53365245,contacto@ichibancda.com,contacto
"TRADEPAK INTERNACIONAL","AVE.LAZARO CARDENAS 329-6 VALLE ORIENTE GARZA GARCIA,N.L.",办公文教,墨西哥,"JOSE ANGEL SANTOS",,"0052 81 86254400/83190596","0052 81 83190520",JASANTOS@TRADEPAK.COM,JASANTOS
"NATAL COMPONENT HOLDINGS (PTY) LTD.","60 MILNER STREET,JACOBS 4052 (P.O.BOX 12578,JACOBS 4026)",办公文教,南非,"MR.G.R.MOODLEY (PAUL)",,"0027 31 4517900/4517901/837777710","0027 31 4517931",NCP@WOL.CO.ZA,NCP
"TELA INVESTMENTS","1 HARCUS ROAD, BEDFORDVIEW,JHB",办公文教,南非,"LUIS FERREIRA",,"0027 11 4501065","0027 11 4504548",LUISGEOS@ANANZI.CO.ZA,LUISGEOS
"LAURENO TRADING CC","P.O.BOX 9520 EDENGLEN,EDENVALE,JOHANNESBURG",办公文教,南非,"LAURA LIU",,"0027 11 6096752/725841148",27,LAURA48732@HOTMAIL.COM,LAURA48732
"CONNOLLY PRODUCTS","1936 RIVER ROAD, R.D.1. HAMILTON",办公文教,南非,"JAMES AND CELIA CONNOLLY",,"0027 7 8294956/21942536","0027 7 8294956",CONTRA@XTRA.CO.NZ,CONTRA
"KING CAPS SOUTH AFRICA","UNIT 15,SUNNYROCK PARK,NORTH REEF ROAD,GERMISTON (P.O.BOX 2568,EDENVALE 1610) JHB.",办公文教,南非,"GRANT YANG",,"0027 11 4552995/4503746/832682082","0027 11 4503113",SINOHTEC@EASUN.CO.ZA,SINOHTEC
"MEDA MART","68 COLLEGE ROAD GATESVILLE 7764 CAPE TOWN",办公文教,南非,"HOOSAIN EBRAHIM",,"0027 21 6991229","0027 21 6384671",FEROZA@IAFRICA.COM,FEROZA
"MIKKA CC.","SOUTHLAKE CENTRE CORNER LENCHEN NORTH &amp; SOUTH STREETS,CENTURION, PRETORIA, GAUTENG, SOUTH AFRICA",办公文教,南非,A.R.MOOSA,,"0027 12 6631145","0027 12 6639449",ARMOOSA@SUCCESSFULDRESSING.CO.ZA,ARMOOSA
"BLANK ORGANISATION","1-5TH AVENUE,HOUGHTON",办公文教,南非,"ROBERT L.BLANK",,"0027 11 7281501/7283344/825762249","0027 11 7282188",BLANKOR@GLOBAL.CO.ZA,BLANKOR
"BUTTERFLY IMPORT & EXPORT CC.","49 MINRAL CRECENT, CROWNEXT 3, JOHANNESBURG",办公文教,南非,"TOMMY SIU",,"0027 11 8391171",,BUTTERFL@IAFRICA.COM,BUTTERFL
"NATIONAL STATIONERY CC","4 PELICAN PLACE,61 SIPHOSETHU ROAD,MOUNT EDGECOMBE DURBAN(BOX 887 MT EDGECOMBE 4300)",办公文教,南非,"COLIN BARFOOT",,"0027 31 5382525","0027 31 5382535",NS@NATSTAT.CO.ZA,NS
"ALBEUTUS TRADING","P.O.BOX 4969, DURBAN",办公文教,南非,"DAW PARUK",,"0027 31 4626772","0027 31 4626772",DAWPARUK@HOTMAIL.COM,DAWPARUK
DISCOM,"NATIONAL STORE SUPPORT CENTRE,CNR. SEARLE &amp; PONTAC STREETS,CAPE TOWN (P.O.BOX 5142,CAPE TOWN 8000)",办公文教,南非,"ADELE WILKINSON",,"0027 21 4601268/723484298","0027 21 4618221",AW1@DISCOM.CO.ZA,AW1
"NATIONAL TRADING LIMITED","P.O.BOX 965 RAMSHAH PATH KATHMANDU",办公文教,尼泊尔,"SUKHA SAGAR SHRESTHA",,"00977 1 228791/416977","00977 1 228791",NATRELI@MOS.COM.NP,NATRELI
"BRYNN INTERNATIONAL (P) LTD.","G.P.O.BOX NO.12570 KATHMANDU",办公文教,尼泊尔,Y.P.KHAKUREL,,"00977 1 268487/246136","00977 1 246136",BRYNNINT@INFO.COM.NP,BRYNNINT
D.S.Tradingh,Kathmandu,办公文教,尼泊尔,Prakash,,"00977 1 4229017",,dst@ccsl.com.np,dst
"Kiran Shoes Manufacturers","LOHSAL,RING ROAD,MAHARAJGUNJ,P.O.BOX 497,KATHMANDU",办公文教,尼泊尔,"Mr. Brijmohan Bah",,"00977 1 373134/373221/981023003","00977 1 373552",GOLDSTAR@WLINK.COM.NP,GOLDSTAR
"B.SHASHI EMPEX","GA-1-248,GROUND FLOOR DRAOPATI SADAN GUCHHA TOLE KATHMANDU-24",办公文教,尼泊尔,"ASHOK KUMAR MUSADDI",,"00977 1 249320/260134","00977 1 231390",LALIT@WLINK.COM.NP,LALIT
"WHITE HOUSE ENTERPRISES","FASIKEB,RANGANA GALLI,KATHMANDU",办公文教,尼泊尔,"BARAJ B.AGRAWAL",,"00977 1 259830/249911","00977 1 259299",WHE@WHOUSE-NP.COM,WHE
"Decent Enterprises","106,Bagmati Chamber,Milanmarg,Teku,PO Box # 3217 Kathmandu",办公文教,尼泊尔,"Mr. Dinesh Chokhani",,"00977 1 225325/230235/230560","00977 1 224113",decent@mos.com.np,decent
"Shrestha International Trading Concern","Pacific Bldg., Ramshahpath, PO Box # 1011, Kathmandu",办公文教,尼泊尔,"Mr. Dinesh Shrestha",,"00977 1 430609/421525","00977 1 430413",pcc@wlink.com.np,pcc
N.K.C.SHOES,"GA 12/1454 NEW ROAD PYUKHA TOLE,KATHMANDU",办公文教,尼泊尔,"JHALAK K.C.",,"00977 1 257475/981026523",977,NKC@INFOCOM.NP,NKC
"B. SHASHI EMPEX","GA-1-248,GROUND FLOOR DRAOPATI SADAN GUCHHA TOLE KATHMANDU - 24",办公文教,尼泊尔,"ASHOK KUMAR MUSADDI",,"00977 1 249320(OFF)/260134(RES.)","00977 1 243998",LALIT@WLINK.COM.NP,LALIT
"DUGAR INCORPORATE P.LTD.","P.O.BOX:3076,KA 1/827 OM BAHAL 2ND FL,MALLA HOUSE,KATHMANDU",办公文教,尼泊尔,"KANHAIYA LAL DUGAR",,"00977 1 243312/225050","00977 1 222621",DUGAR4DA@VISHNU.CCSL.COM.NP,DUGAR4DA
"TINKY TOYS","PLAZA NORTE KM 2 1/2, C. NORTE, MANAGUA",办公文教,尼加拉瓜,"VICENTE LACAYO",,"00505 2400500","00505 2496405",VICENTELACAYO@HOTMAIL.COM,VICENTELACAYO
"NECHEM INVESTMENT LIMITED","SHOP7,15,NNAMDI AZIKIWE STREET, LAGOS ISLAND(P.O.BOX4596,M/M INT‘L AIRPORT,IKEJA)",办公文教,尼日利亚,"NESTOR E. EMEGWAMUO",,"00234 1 2664496","00234 1 2641166",NECHEMINV@YAHOO.COM,NECHEMINV
"OBISON BUSINESS AGENCY LTD.","54,AKERELE STREET,P.O.BOX 1826,SURULERE LAGOS",办公文教,尼日利亚,"MR Obiora Obichukwu",,"00234 1 5851744/835268/90503704","00234 1 5836416/5851744",OBISON@ALPHA.LINKSERVE.COM,OBISON
"HOPE VENTURES $ COMPANY","92 UPPER IWEKA ROAD ONITSHA",办公文教,尼日利亚,"OKORO LEONARD",,"00234 46 217705/8034548228",234,PAULEOVEN@YAHOO.COM,PAULEOVEN
"BLESSED B.C & CO","B 9/18 NEW AUTO PARTS NKPOR",办公文教,尼日利亚,"MR BASIL",,"00234 8037046169",234,BLESSEDBCCO@YAHOO.CO.UK,BLESSEDBCCO
"B.C.MUOKA & CO.(NIG.) LTD.","28 NEW MARKET ROAD,ONITSHA,BOX 5127",办公文教,尼日利亚,"BONA MUOKA",,"00234 46 413276/412970","00234 46 413276",BCMUOKA@INFOWEB.ABS.NET,BCMUOKA
"EBUBI INV.LTD.","45 BALOGUN WEST BALOGUN LAGOS",办公文教,尼日利亚,,,"00234 8033464793",234,DAVEBUBE@YAHOO.CO.UK,DAVEBUBE
"GADGAS LIMITED",,办公文教,尼日利亚,"A.GBOLAHAN AYODELE",,"234 01 2707311","234 1 271 3495",info@gadgas.com,info
"TIMEFRAME (NIG). LIMITED","12,ALI STREET,1ST FLOOR SHOP NO 3 NEAR TINUBU SQUARE,LAGOS ISLAND.",办公文教,尼日利亚,"ONYEKA I. ENEM",,"00234 1 2647746/4711421",234,ENEM2001D@YAHOO.COM,ENEM2001D
"GREENLEAF INTERNATIONAL LIMITED","49,PALM AVENUE,P.O.BOX 1769 MUSHIN LAGOS",办公文教,尼日利亚,"T.C. UGWU",,"00234 1 4527685","00234 1 4522389",GREENLEAF@HYPERIA.COM,GREENLEAF
